"Area","MTU","Biomass - Actual Aggregated [MW]","Biomass - Actual Consumption [MW]","Energy storage - Actual Aggregated [MW]","Energy storage - Actual Consumption [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Consumption [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Consumption [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Gas - Actual Consumption [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Hard coal - Actual Consumption [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil - Actual Consumption [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Oil shale - Actual Consumption [MW]","Fossil Peat - Actual Aggregated [MW]","Fossil Peat - Actual Consumption [MW]","Geothermal - Actual Aggregated [MW]","Geothermal - Actual Consumption [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Run-of-river and poundage - Actual Consumption [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Consumption [MW]","Marine - Actual Aggregated [MW]","Marine - Actual Consumption [MW]","Nuclear - Actual Aggregated [MW]","Nuclear - Actual Consumption [MW]","Other - Actual Aggregated [MW]","Other - Actual Consumption [MW]","Other renewable - Actual Aggregated [MW]","Other renewable - Actual Consumption [MW]","Solar - Actual Aggregated [MW]","Solar - Actual Consumption [MW]","Waste - Actual Aggregated [MW]","Waste - Actual Consumption [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Offshore - Actual Consumption [MW]","Wind Onshore - Actual Aggregated [MW]","Wind Onshore - Actual Consumption [MW]"
"BZN|CH","04.01.2025 00:00 - 04.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","182","","1148","","569","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","04.01.2025 01:00 - 04.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","160","","1144","","545","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","04.01.2025 02:00 - 04.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","156","","1140","","662","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","04.01.2025 03:00 - 04.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","145","","1137","","551","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","04.01.2025 04:00 - 04.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","1135","","517","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","04.01.2025 05:00 - 04.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","","1132","","532","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","04.01.2025 06:00 - 04.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","","1131","","556","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","5",""
"BZN|CH","04.01.2025 07:00 - 04.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","415","","1129","","1150","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","04.01.2025 08:00 - 04.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","980","","1129","","1414","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","15","","n/e","n/e","n/e","n/e","6",""
"BZN|CH","04.01.2025 09:00 - 04.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","950","","1130","","1444","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","103","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","04.01.2025 10:00 - 04.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","476","","1131","","1270","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","229","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","04.01.2025 11:00 - 04.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","734","","1134","","1115","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","329","","n/e","n/e","n/e","n/e","17",""
"BZN|CH","04.01.2025 12:00 - 04.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","849","","1138","","1286","","n/e","n/e","2967","","n/e","n/e","n/e","n/e","360","","n/e","n/e","n/e","n/e","21",""
"BZN|CH","04.01.2025 13:00 - 04.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","648","","1142","","1280","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","333","","n/e","n/e","n/e","n/e","25",""
"BZN|CH","04.01.2025 14:00 - 04.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1132","","1148","","1761","","n/e","n/e","2976","","n/e","n/e","n/e","n/e","229","","n/e","n/e","n/e","n/e","36",""
"BZN|CH","04.01.2025 15:00 - 04.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1485","","1155","","2039","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","110","","n/e","n/e","n/e","n/e","28",""
"BZN|CH","04.01.2025 16:00 - 04.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2165","","1163","","2396","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","15","","n/e","n/e","n/e","n/e","38",""
"BZN|CH","04.01.2025 17:00 - 04.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2716","","1172","","2863","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","39",""
"BZN|CH","04.01.2025 18:00 - 04.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2478","","1181","","2783","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","47",""
"BZN|CH","04.01.2025 19:00 - 04.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2234","","1192","","2453","","n/e","n/e","2970","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","53",""
"BZN|CH","04.01.2025 20:00 - 04.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","865","","1203","","1863","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","56",""
"BZN|CH","04.01.2025 21:00 - 04.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","492","","1214","","1226","","n/e","n/e","2970","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","60",""
"BZN|CH","04.01.2025 22:00 - 04.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","522","","1226","","1277","","n/e","n/e","2971","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","62",""
"BZN|CH","04.01.2025 23:00 - 05.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","445","","1239","","1035","","n/e","n/e","2970","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","62",""
"BZN|CH","05.01.2025 00:00 - 05.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","314","","1251","","490","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","61",""
"BZN|CH","05.01.2025 01:00 - 05.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","","1264","","401","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","05.01.2025 02:00 - 05.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","152","","1278","","359","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","05.01.2025 03:00 - 05.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","150","","1291","","382","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","68",""
"BZN|CH","05.01.2025 04:00 - 05.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","142","","1304","","368","","n/e","n/e","2967","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","05.01.2025 05:00 - 05.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","","1317","","341","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","05.01.2025 06:00 - 05.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","","1330","","416","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","05.01.2025 07:00 - 05.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","","1343","","577","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","05.01.2025 08:00 - 05.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","195","","1355","","523","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","8","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","05.01.2025 09:00 - 05.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","149","","1367","","641","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","78","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","05.01.2025 10:00 - 05.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","140","","1379","","653","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","190","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","05.01.2025 11:00 - 05.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","278","","1390","","724","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","300","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","05.01.2025 12:00 - 05.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184","","1400","","534","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","404","","n/e","n/e","n/e","n/e","62",""
"BZN|CH","05.01.2025 13:00 - 05.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","","1410","","580","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","376","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","05.01.2025 14:00 - 05.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","","1419","","832","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","282","","n/e","n/e","n/e","n/e","57",""
"BZN|CH","05.01.2025 15:00 - 05.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","335","","1427","","815","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","163","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","05.01.2025 16:00 - 05.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","610","","1435","","1264","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","31","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","05.01.2025 17:00 - 05.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","984","","1442","","1453","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","71",""
"BZN|CH","05.01.2025 18:00 - 05.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1034","","1449","","1271","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","75",""
"BZN|CH","05.01.2025 19:00 - 05.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","812","","1456","","1071","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","74",""
"BZN|CH","05.01.2025 20:00 - 05.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","263","","1462","","582","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","05.01.2025 21:00 - 05.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","194","","1468","","480","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","05.01.2025 22:00 - 05.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","","1474","","467","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","63",""
"BZN|CH","05.01.2025 23:00 - 06.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","1480","","407","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","06.01.2025 00:00 - 06.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","","1486","","354","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","68",""
"BZN|CH","06.01.2025 01:00 - 06.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","","1492","","247","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","06.01.2025 02:00 - 06.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","52","","1498","","239","","n/e","n/e","2965","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","64",""
"BZN|CH","06.01.2025 03:00 - 06.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","","1504","","258","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","73",""
"BZN|CH","06.01.2025 04:00 - 06.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","","1511","","241","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","06.01.2025 05:00 - 06.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","73","","1517","","338","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","06.01.2025 06:00 - 06.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","177","","1524","","404","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","06.01.2025 07:00 - 06.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","444","","1532","","877","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","68",""
"BZN|CH","06.01.2025 08:00 - 06.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","580","","1540","","947","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","18","","n/e","n/e","n/e","n/e","71",""
"BZN|CH","06.01.2025 09:00 - 06.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","551","","1549","","805","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","136","","n/e","n/e","n/e","n/e","76",""
"BZN|CH","06.01.2025 10:00 - 06.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","475","","1558","","599","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","270","","n/e","n/e","n/e","n/e","74",""
"BZN|CH","06.01.2025 11:00 - 06.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","312","","1568","","612","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","253","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","06.01.2025 12:00 - 06.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","249","","1578","","685","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","317","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","06.01.2025 13:00 - 06.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","207","","1589","","509","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","353","","n/e","n/e","n/e","n/e","64",""
"BZN|CH","06.01.2025 14:00 - 06.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213","","1602","","482","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","249","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","06.01.2025 15:00 - 06.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","403","","1614","","825","","n/e","n/e","2952","","n/e","n/e","n/e","n/e","118","","n/e","n/e","n/e","n/e","61",""
"BZN|CH","06.01.2025 16:00 - 06.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","633","","1627","","879","","n/e","n/e","2948","","n/e","n/e","n/e","n/e","16","","n/e","n/e","n/e","n/e","59",""
"BZN|CH","06.01.2025 17:00 - 06.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","938","","1641","","1190","","n/e","n/e","2945","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","50",""
"BZN|CH","06.01.2025 18:00 - 06.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","833","","1655","","1675","","n/e","n/e","2945","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","06.01.2025 19:00 - 06.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","417","","1669","","1035","","n/e","n/e","2947","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","56",""
"BZN|CH","06.01.2025 20:00 - 06.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","364","","1683","","738","","n/e","n/e","2951","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","55",""
"BZN|CH","06.01.2025 21:00 - 06.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","325","","1697","","546","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","06.01.2025 22:00 - 06.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","","1711","","404","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","46",""
